,Timestamp,Tweet,User ID,Retweets,Replies,Likes,Quotes
0,2023-04-09 23:01:03+00:00,RT @DaynaReggero: W @Mzozane @zhaabowekwe @Indigenous_ca in Saskatoon for @RBC shareholder meeting #stoplng #indigenousrights #gulfcoastlov…,1.6452E+18,23,0,0,0
1,2023-04-09 21:26:41+00:00,"🥳💚🥳a NEW group of reasonable students &amp; youth is rising up against climate-busting political elites

In a world where the corporate capture of our institutions is the norm (hey @RBC 👋),it's up to reasonable people to take a stand

💚Please follow &amp; amplify @ClimateDefiance 💚 https://t.co/jPB8nanITK",1.64518E+18,12,0,17,0
2,2023-04-09 21:16:45+00:00,RT @ClimateDefiance: We just had our official launch. We were joined by 100 community members! https://t.co/1wH4hQXjS4,1.64517E+18,18,0,0,0
3,2023-04-09 21:16:12+00:00,RT @ClimateDefiance: YOUNG PEOPLE SHOULD NOT HAVE TO RISK ARREST TO GET POLITICIANS TO DO SOMETHING ABOUT CLIMATE CHANGE,1.64517E+18,108,0,0,0
4,2023-04-09 21:16:04+00:00,RT @XRebellionLA: This is gonna be big! But we need to make it even bigger! All eyes will be at this event. Let’s get there! Learn more 👇👇👇,1.64517E+18,5,0,0,0
5,2023-04-09 21:15:26+00:00,"RT @ClimateDefiance: For too long we have been treated as disposable. Asked to wait. Asked to be reasonable. To be patient.

For too long w…",1.64517E+18,16,0,0,0
6,2023-04-09 20:07:50+00:00,"RT @ClimateDefiance: We are a brand-new, youth-led collective.

In 20 days we will blockade the White House Correspondents Dinner.

We need…",1.64516E+18,359,0,0,0
7,2023-04-09 14:56:56+00:00,RT @skyerich_luna: ⁦@bctf⁩ ⁦@FPSE⁩ ⁦@ZeroOilCarbon⁩ @pension ⁦@pensionsnews⁩ ⁦@bcndp⁩ ⁦@decolonialsol⁩ ⁦@NaomiAKlein⁩ ⁦@SethDKlein⁩ ⁦@green…,1.64508E+18,2,0,0,0
8,2023-04-09 14:56:19+00:00,"RT @Docs4Divestment: @cjuoft @QuitRbc @VicCollege_UofT @UofT We applaud your work towards #FossilFuelDivestment at @VicCollege_UofT
It's ab…",1.64508E+18,1,0,0,0
9,2023-04-09 00:09:24+00:00,"RT @Chantalartich: RBC est la « Pétro-banque du Canada ». Elle prétend se soucier de la planète et des communautés, mais continue à finance…",1.64485E+18,2,0,0,0
10,2023-04-09 00:09:13+00:00,"RT @greenpeaceQC: Le gaz N'EST PAS une énergie de #transition.
#SortonsduGaz &gt;&gt; https://t.co/0uj4SSn0Wo
☠️La combustion du gaz crée des GES…",1.64485E+18,5,0,0,0
11,2023-04-09 00:08:45+00:00,"RT @GreenpeaceCA: Here's more information on how you can stand in solidarity with #Wetsuweten land defenders -&gt; https://t.co/OrzJ5UnFaF

#W…",1.64485E+18,3,0,0,0
12,2023-04-09 00:08:36+00:00,"RT @GreenpeaceCA: And if the banks would stop financing fossil fuel projects, it would go a long way to bailing out the planet from default…",1.64485E+18,72,0,0,0
13,2023-04-09 00:08:22+00:00,RT @bobdaytonr8: Royal Bank of Canada? More like OIL Bank of Canada! They claim to care about the planet and frontline communities but cont…,1.64485E+18,3,0,0,0
14,2023-04-08 16:29:25+00:00,"RT @DaynaReggero: Money has no heart. It has no soul. We do. - Chief Na’Moks 

Who is financing the destruction of our lands? Discussion on…",1.64474E+18,11,0,0,0
15,2023-04-08 16:24:07+00:00,"The most excellent @RAVENtrust has produced a clear, brief comic of how mineral rights work in 🇨🇦

Have a look &amp; pass it on!

https://t.co/z9rcMgw1Tu",1.64474E+18,0,0,0,0
16,2023-04-08 16:12:01+00:00,"RT @Mzozane: “They're afraid of elders, they're afraid of moms.This is some 19th-century, Jim Crow law, segregation-type stuff. This is som…",1.64473E+18,34,0,0,0
17,2023-04-08 16:11:17+00:00,"RT @Mzozane: ""You can get all the permits that you want. But if you don’t have the funding, you can’t get anywhere."" @Mzozane on the import…",1.64473E+18,13,0,0,0
18,2023-04-08 16:09:54+00:00,"RT @bank4future: Shareholders heard us loud and clear and nearly a third voted for a resolution for Indigenous Free, Prior, and Informed, C…",1.64473E+18,3,0,0,0
19,2023-04-08 16:09:48+00:00,"RT @bank4future: We will not be silenced. Despite insult, racism and segregation, Indigenous and youth voices dominated the AGM, raising se…",1.64473E+18,3,0,0,0
